Age,2024 Net Worth,Industry,Title,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,SelfMadeBinary
54.0,6100000000.0,16,261,1,,,238,27,0,1
62.0,2000000000.0,13,71,1,9.0,,383,69,1,1
79.0,1600000000.0,13,886,1,,,393,30,1,1
88.0,1200000000.0,5,935,0,,,112,69,0,0
76.0,1100000000.0,11,686,1,,,260,31,1,1
59.0,1500000000.0,10,681,1,,,39,12,1,1
66.0,4300000000.0,5,40,1,,,443,69,1,1
61.0,4000000000.0,6,84,1,,,100,12,1,1
66.0,1200000000.0,12,325,1,,,453,3,1,1
63.0,1000000000.0,3,850,1,,,393,30,1,1
73.0,1600000000.0,2,843,0,,,414,69,0,0
48.0,1400000000.0,12,622,1,,,444,12,1,1
68.0,1800000000.0,2,572,0,,,272,44,1,0
72.0,3600000000.0,10,770,1,,,421,12,1,1
58.0,2000000000.0,16,46,1,,,391,54,1,1
36.0,3300000000.0,5,710,1,,,11,36,1,1
55.0,3300000000.0,6,785,1,,,39,12,1,1
87.0,3700000000.0,13,892,0,,,606,35,1,0
51.0,2500000000.0,4,402,0,,,284,24,1,0
67.0,1500000000.0,6,861,0,,,32,58,0,0
54.0,7300000000.0,5,304,1,8.0,2.0,371,69,1,1
40.0,43400000000.0,16,256,1,,,39,12,1,1
52.0,6200000000.0,5,162,0,4.0,1.0,414,69,1,0
95.0,5700000000.0,10,180,1,,,588,62,1,1
59.0,4400000000.0,16,225,1,,,631,69,1,1
70.0,30800000000.0,12,222,0,,,453,3,0,0
25.0,4900000000.0,2,295,0,,,393,32,1,0
77.0,8500000000.0,5,304,0,,,380,7,1,0
37.0,1200000000.0,11,381,0,,,344,34,0,0
64.0,2700000000.0,13,256,1,8.0,1.0,414,69,1,1
51.0,1200000000.0,10,256,0,,,452,31,0,0
79.0,4900000000.0,3,31,0,,,352,1,1,0
54.0,1500000000.0,6,30,0,,,135,30,1,0
42.0,2700000000.0,5,841,1,7.0,1.0,414,69,1,1
60.0,3200000000.0,5,483,1,8.0,1.0,502,69,1,1
79.0,7700000000.0,5,256,1,9.0,2.0,414,69,1,1
83.0,33100000000.0,9,222,1,,,189,61,1,1
69.0,17600000000.0,4,262,1,,,393,30,1,1
37.0,3100000000.0,5,732,1,,,29,30,1,1
58.0,2900000000.0,13,315,1,,,548,12,1,1
55.0,1800000000.0,8,622,1,,,660,12,1,1
73.0,1900000000.0,0,937,1,,,442,69,1,1
55.0,3100000000.0,8,679,1,,,108,12,1,1
67.0,1600000000.0,8,750,0,,,619,41,1,0
48.0,5700000000.0,5,304,1,7.0,2.0,414,69,1,1
75.0,2400000000.0,10,433,1,,,676,12,1,1
39.0,1200000000.0,11,383,0,,,376,34,0,0
55.0,5100000000.0,16,256,1,7.0,,23,69,1,1
75.0,2300000000.0,10,676,1,,,421,12,1,1
66.0,1400000000.0,5,135,1,,,86,69,1,1
37.0,28000000000.0,4,192,0,1.0,1.0,107,69,1,0
39.0,1100000000.0,5,256,1,8.0,,443,69,1,1
62.0,4700000000.0,4,295,0,,,341,34,0,0
92.0,20900000000.0,13,91,0,,,327,30,1,0
67.0,4700000000.0,4,295,0,,,397,34,1,0
56.0,1700000000.0,10,108,1,,,478,12,1,1
67.0,8900000000.0,12,46,1,,,499,61,1,1
67.0,1900000000.0,5,67,1,,,610,10,1,1
80.0,7400000000.0,16,257,1,8.0,2.0,345,69,0,1
47.0,3600000000.0,16,162,1,8.0,,331,69,1,1
58.0,1700000000.0,16,792,1,8.0,1.0,443,69,1,1
77.0,1600000000.0,13,861,0,,,552,55,1,0
67.0,4200000000.0,4,162,1,,,209,12,0,1
94.0,1000000000.0,8,882,1,,,193,69,1,1
53.0,35600000000.0,16,346,0,3.0,5.0,537,69,0,0
61.0,10600000000.0,8,46,0,3.0,,60,69,1,0
51.0,2300000000.0,4,337,0,,,51,24,1,0
62.0,1500000000.0,16,912,1,,,515,69,0,1
68.0,26700000000.0,8,271,1,,,393,30,1,1
57.0,1700000000.0,15,862,0,,,49,69,1,0
74.0,1400000000.0,6,662,1,8.0,1.0,419,69,1,1
53.0,13800000000.0,14,262,1,,,548,12,1,1
69.0,4000000000.0,4,496,1,,,369,68,1,1
86.0,4200000000.0,10,84,1,,,450,22,1,1
76.0,5600000000.0,12,84,0,,,376,34,1,0
70.0,3300000000.0,1,535,1,,,142,30,1,1
50.0,1500000000.0,2,433,1,,,391,54,1,1
78.0,12000000000.0,16,260,0,,,29,30,1,0
56.0,9500000000.0,7,261,1,,,573,68,0,1
78.0,2500000000.0,3,525,0,4.0,3.0,177,69,1,0
71.0,1600000000.0,10,256,1,,,393,30,1,1
79.0,6400000000.0,14,46,0,3.0,2.0,20,69,1,0
72.0,2500000000.0,13,904,1,,,238,27,1,1
82.0,2500000000.0,5,506,0,,,346,58,1,0
67.0,1000000000.0,8,210,1,,,316,12,1,1
48.0,6400000000.0,10,294,0,,,645,61,0,0
44.0,1500000000.0,16,164,1,,,514,45,1,1
67.0,5300000000.0,5,754,0,,,492,9,1,0
59.0,1400000000.0,10,746,0,,,346,58,1,0
60.0,1100000000.0,16,788,1,,,619,69,1,1
67.0,1800000000.0,4,658,1,,,548,12,1,1
81.0,4200000000.0,5,235,0,4.0,3.0,550,69,1,0
48.0,7100000000.0,5,220,0,,,394,24,0,0
74.0,9800000000.0,8,162,1,,,596,24,1,1
42.0,1200000000.0,4,46,1,,,29,30,1,1
52.0,1600000000.0,0,622,0,,,135,69,1,0
61.0,9200000000.0,5,280,1,8.0,2.0,23,69,1,1
73.0,4200000000.0,2,84,0,,,588,62,1,0
62.0,6400000000.0,2,304,0,,,571,60,1,0
61.0,4700000000.0,16,56,1,9.0,1.0,561,69,1,1
57.0,9500000000.0,5,304,1,,,327,68,1,1
47.0,2100000000.0,16,655,1,,,455,15,1,1
65.0,1500000000.0,4,327,0,,,606,35,1,0
58.0,1200000000.0,16,669,1,,,660,12,1,1
60.0,1300000000.0,10,256,0,,,260,31,1,0
50.0,1200000000.0,12,567,1,,,282,66,1,1
52.0,6400000000.0,7,256,1,,,597,33,1,1
49.0,2300000000.0,5,144,1,,,414,69,1,1
63.0,4400000000.0,16,46,1,7.0,3.0,522,69,1,1
67.0,1400000000.0,5,622,0,,,619,40,0,0
53.0,1200000000.0,10,928,1,,,542,12,1,1
71.0,1500000000.0,8,783,1,,,227,33,1,1
91.0,1700000000.0,16,658,1,,,586,62,1,1
79.0,2900000000.0,10,510,1,,,298,35,1,1
86.0,24300000000.0,3,256,1,9.0,,375,69,1,1
58.0,1400000000.0,10,120,1,,,480,12,1,1
63.0,2300000000.0,4,222,0,4.0,,414,69,1,0
102.0,1700000000.0,5,84,1,,,331,69,1,1
70.0,2000000000.0,14,5,0,1.0,,378,69,0,0
64.0,1600000000.0,5,552,1,,,394,24,1,1
57.0,6200000000.0,5,162,0,4.0,1.0,414,69,1,0
67.0,5800000000.0,6,92,0,,,542,62,1,0
60.0,6800000000.0,6,84,1,,,548,12,1,1
77.0,7100000000.0,7,273,1,,,630,4,1,1
61.0,1200000000.0,8,622,1,,,215,12,1,1
61.0,1400000000.0,8,658,1,10.0,1.0,315,69,1,1
79.0,2000000000.0,9,338,0,,,126,69,1,0
52.0,1100000000.0,1,46,0,,,376,34,0,0
58.0,4600000000.0,16,256,1,,,540,57,1,1
59.0,2700000000.0,8,920,1,,,316,12,1,1
96.0,27700000000.0,13,262,1,,,238,27,1,1
59.0,3800000000.0,16,166,1,8.0,,460,69,1,1
56.0,1100000000.0,5,91,0,,,483,69,0,0
68.0,2700000000.0,2,337,1,,,381,68,1,1
72.0,10000000000.0,5,91,0,,,450,22,1,0
33.0,7200000000.0,16,162,1,,,514,32,1,1
57.0,1800000000.0,3,389,1,,,277,54,1,1
61.0,1300000000.0,5,318,1,,,448,69,1,1
80.0,1100000000.0,10,381,1,,,30,64,1,1
71.0,1200000000.0,2,256,1,,,585,9,1,1
91.0,1200000000.0,2,346,1,,,495,9,0,1
51.0,114000000000.0,16,165,1,8.0,1.0,443,69,1,1
86.0,1600000000.0,9,531,1,,,577,31,1,1
70.0,1800000000.0,16,50,1,,,260,31,1,1
59.0,4500000000.0,16,84,1,6.0,5.0,331,69,1,1
70.0,9400000000.0,2,191,0,,,450,22,1,0
41.0,2100000000.0,16,784,1,,,95,12,1,1
60.0,7100000000.0,3,256,1,,,306,12,1,1
55.0,2100000000.0,6,622,1,,,209,12,1,1
66.0,3500000000.0,8,651,1,,,589,12,1,1
36.0,1600000000.0,10,381,0,,,619,24,0,0
69.0,1400000000.0,10,46,0,5.0,,99,69,1,0
44.0,2800000000.0,8,579,1,,,391,54,1,1
68.0,1600000000.0,3,527,1,,,391,54,1,1
77.0,4300000000.0,5,591,1,10.0,3.0,631,69,1,1
73.0,36800000000.0,4,192,0,,,414,22,1,0
59.0,3800000000.0,2,433,1,,,39,12,1,1
81.0,5600000000.0,6,256,1,8.0,3.0,331,69,0,1
79.0,1300000000.0,7,256,1,,,360,58,1,1
85.0,2500000000.0,11,745,0,5.0,5.0,20,69,1,0
39.0,2900000000.0,16,635,1,,,39,12,1,1
57.0,3300000000.0,2,635,1,,,39,12,0,1
63.0,7200000000.0,15,337,1,8.0,2.0,235,69,1,1
19.0,4700000000.0,4,295,0,,,376,34,1,0
48.0,7400000000.0,4,256,1,,,390,54,0,1
79.0,3400000000.0,11,256,1,,,597,33,1,1
69.0,2500000000.0,2,821,1,,,426,68,1,1
86.0,3200000000.0,3,536,1,7.0,1.0,602,69,1,1
70.0,6200000000.0,5,256,1,8.0,3.0,414,69,1,1
79.0,2400000000.0,0,435,0,,,597,33,1,0
52.0,1100000000.0,4,672,1,,,209,12,1,1
78.0,2100000000.0,5,91,1,,,23,69,1,1
71.0,2700000000.0,1,235,1,,,203,4,1,1
66.0,1500000000.0,10,933,1,8.0,,673,69,1,1
83.0,2100000000.0,5,22,1,,,610,10,1,1
61.0,1300000000.0,8,31,1,,,391,54,1,1
70.0,2700000000.0,5,256,1,,,327,3,1,1
71.0,1900000000.0,8,319,1,,,393,30,1,1
81.0,2700000000.0,5,508,0,,,506,69,1,0
68.0,1100000000.0,13,25,0,4.0,1.0,414,69,0,0
81.0,25100000000.0,10,262,1,,,179,12,1,1
77.0,2900000000.0,6,860,0,,,338,34,1,0
57.0,3900000000.0,13,205,1,,,327,15,1,1
76.0,1700000000.0,2,622,1,,,140,52,1,1
55.0,1400000000.0,6,700,1,,,179,12,0,1
87.0,1200000000.0,11,256,1,,,256,65,1,1
74.0,1500000000.0,9,337,1,,,18,25,1,1
69.0,14100000000.0,16,187,1,9.0,2.0,417,69,1,1
62.0,3000000000.0,8,797,1,,,129,12,1,1
63.0,3500000000.0,3,46,0,,,256,65,1,0
76.0,3500000000.0,10,741,1,,,135,30,1,1
74.0,3900000000.0,5,173,1,9.0,4.0,49,69,1,1
55.0,2200000000.0,6,162,1,,,100,12,1,1
65.0,2800000000.0,17,542,1,,,143,32,1,1
62.0,5900000000.0,5,272,1,,,330,33,1,1
71.0,1000000000.0,6,213,0,,,495,9,1,0
67.0,1600000000.0,6,658,1,,,100,12,0,1
73.0,1600000000.0,10,432,1,,,287,30,1,1
70.0,2400000000.0,15,84,1,,,239,69,1,1
53.0,3700000000.0,13,342,0,,,39,12,0,0
68.0,3900000000.0,8,295,0,1.0,3.0,175,69,0,0
56.0,1000000000.0,16,149,1,,,518,69,1,1
81.0,2000000000.0,6,207,0,,,235,69,0,0
38.0,1300000000.0,10,303,0,,,173,9,0,0
83.0,1300000000.0,5,809,1,,,392,69,1,1
37.0,1200000000.0,4,679,1,,,548,12,0,1
70.0,4800000000.0,4,131,0,,,142,30,0,0
71.0,11500000000.0,5,84,1,8.0,1.0,128,69,1,1
78.0,36900000000.0,16,84,1,,,135,30,1,1
74.0,1100000000.0,10,46,1,,,364,3,1,1
64.0,4400000000.0,5,256,1,,,0,71,1,1
52.0,21100000000.0,12,256,1,,,485,54,1,1
56.0,1000000000.0,8,381,1,,,391,54,1,1
60.0,2800000000.0,8,706,1,,,401,22,1,1
75.0,1300000000.0,2,162,1,,,655,12,1,1
50.0,1800000000.0,1,881,0,,,370,41,1,0
87.0,2900000000.0,8,906,0,,,393,30,1,0
86.0,2600000000.0,9,477,0,,,238,27,1,0
63.0,10300000000.0,5,256,1,,,542,12,1,1
60.0,5800000000.0,13,283,1,8.0,1.0,98,69,1,1
54.0,2000000000.0,16,63,1,,,13,45,1,1
60.0,5900000000.0,17,262,1,,,674,22,1,1
59.0,1300000000.0,8,622,1,,,548,12,1,1
37.0,1700000000.0,8,861,0,,,365,24,0,0
75.0,2400000000.0,0,442,0,,,450,22,1,0
41.0,2200000000.0,16,84,1,,,39,12,1,1
60.0,1200000000.0,16,84,0,,,606,35,1,0
55.0,1500000000.0,8,84,1,,,95,12,1,1
46.0,2200000000.0,4,784,1,,,209,12,1,1
51.0,2800000000.0,8,853,0,,,29,30,1,0
87.0,2400000000.0,4,449,0,,,327,68,1,0
46.0,1400000000.0,11,765,0,,,39,12,0,0
69.0,1100000000.0,8,381,1,,,609,12,1,1
64.0,2000000000.0,6,6,0,2.0,,205,69,0,0
74.0,2800000000.0,10,692,1,,,215,12,1,1
58.0,2200000000.0,16,637,1,,,548,12,1,1
71.0,3400000000.0,17,530,1,,,573,68,1,1
87.0,4300000000.0,6,84,0,,,389,10,1,0
74.0,9800000000.0,8,221,1,,,596,24,1,1
66.0,4400000000.0,12,256,1,,,640,12,1,1
59.0,1000000000.0,16,46,1,,,39,12,1,1
57.0,2900000000.0,13,577,1,,,391,54,1,1
34.0,1300000000.0,10,203,0,,,173,9,1,0
35.0,2800000000.0,16,162,1,8.0,1.0,625,69,1,1
87.0,3100000000.0,13,304,1,9.0,3.0,417,69,1,1
61.0,1400000000.0,12,337,0,,,208,58,1,0
75.0,3100000000.0,4,844,0,1.0,,65,69,1,0
93.0,2900000000.0,0,561,0,,,135,30,1,0
54.0,2300000000.0,11,608,1,,,261,57,0,1
61.0,1300000000.0,4,84,0,,,540,57,1,0
76.0,3700000000.0,13,896,1,8.0,,514,69,1,1
51.0,13400000000.0,12,95,1,,,665,12,1,1
75.0,1000000000.0,10,638,1,,,393,30,1,1
50.0,3800000000.0,5,153,1,8.0,1.0,331,69,1,1
88.0,4400000000.0,11,239,0,4.0,1.0,405,69,0,0
51.0,1100000000.0,4,91,1,8.0,,340,69,1,1
95.0,9300000000.0,2,280,1,,,624,10,1,1
53.0,25500000000.0,6,84,0,,,311,22,1,0
66.0,7000000000.0,2,84,1,,,391,54,1,1
91.0,1200000000.0,14,746,1,,,135,30,1,1
72.0,1400000000.0,8,622,1,,,100,12,1,1
60.0,1100000000.0,5,37,0,,,600,60,1,0
89.0,7000000000.0,9,337,1,10.0,3.0,378,69,1,1
70.0,2500000000.0,2,675,0,,,354,50,1,0
67.0,1300000000.0,6,861,0,,,587,62,0,0
50.0,1700000000.0,4,658,1,,,446,54,1,1
60.0,5200000000.0,0,622,1,,,421,27,1,1
61.0,1500000000.0,5,780,1,,,98,69,1,1
58.0,2600000000.0,6,607,0,,,346,58,0,0
83.0,1800000000.0,13,366,0,,,606,35,0,0
74.0,3700000000.0,3,601,1,,,125,9,1,1
76.0,1000000000.0,5,125,1,,,450,22,1,1
57.0,2100000000.0,2,522,1,,,327,29,1,1
84.0,38000000000.0,4,240,0,,,406,24,1,0
61.0,1000000000.0,10,381,1,,,215,12,1,1
67.0,1500000000.0,11,149,1,,,542,12,1,1
68.0,1300000000.0,5,778,1,,,326,68,1,1
67.0,3400000000.0,8,295,0,,,425,24,0,0
84.0,2100000000.0,4,724,1,,,584,3,1,1
68.0,3000000000.0,10,502,1,,,507,54,1,1
67.0,1400000000.0,6,381,1,,,681,12,1,1
73.0,1700000000.0,0,84,1,,,542,12,1,1
56.0,4700000000.0,16,177,1,8.0,,39,69,1,1
59.0,4400000000.0,15,248,1,8.0,1.0,469,69,1,1
58.0,6700000000.0,12,337,1,,,391,54,1,1
67.0,2200000000.0,10,82,1,,,238,27,0,1
46.0,2000000000.0,2,126,0,,,540,57,1,0
64.0,3900000000.0,10,429,1,,,638,61,1,1
56.0,5000000000.0,5,296,0,,,11,36,0,0
69.0,16200000000.0,6,84,0,,,135,30,1,0
53.0,6600000000.0,10,84,1,,,582,12,1,1
52.0,2000000000.0,13,61,1,,,220,69,1,1
49.0,1000000000.0,10,329,0,,,658,24,1,0
82.0,21300000000.0,8,319,0,,,477,30,1,0
67.0,1500000000.0,4,84,0,,,606,35,1,0
43.0,4300000000.0,16,261,1,,,548,12,1,1
68.0,2000000000.0,4,348,0,3.0,,619,69,1,0
82.0,106000000000.0,5,46,1,8.0,4.0,414,69,1,1
56.0,8900000000.0,9,227,0,,,358,22,0,0
58.0,3100000000.0,16,304,1,8.0,1.0,514,69,1,1
80.0,2800000000.0,5,256,1,9.0,3.0,63,69,1,1
47.0,2300000000.0,11,337,0,,,213,24,0,0
80.0,1100000000.0,15,328,1,,,448,69,1,1
78.0,1100000000.0,13,14,0,2.0,1.0,414,69,0,0
58.0,1200000000.0,8,381,0,,,29,30,1,0
61.0,2100000000.0,5,351,1,7.0,,414,69,1,1
68.0,1300000000.0,5,326,0,,,552,55,1,0
59.0,2000000000.0,10,286,1,,,238,27,1,1
83.0,3800000000.0,13,263,1,,,624,10,1,1
77.0,1400000000.0,9,879,0,,,436,35,1,0
66.0,3600000000.0,8,880,0,,,528,9,1,0
86.0,6000000000.0,4,263,1,8.0,3.0,410,69,1,1
69.0,1300000000.0,8,403,0,,,120,17,0,0
54.0,1800000000.0,5,658,1,,,472,16,1,1
66.0,7700000000.0,5,304,0,,,327,13,1,0
52.0,5800000000.0,10,162,1,,,421,27,1,1
56.0,2500000000.0,16,343,1,8.0,,443,69,1,1
21.0,3300000000.0,4,824,0,,,619,24,1,0
63.0,1100000000.0,3,658,1,,,391,54,1,1
48.0,1800000000.0,2,865,0,,,130,63,1,0
79.0,1800000000.0,5,438,1,,,309,69,1,1
59.0,1500000000.0,10,256,0,,,585,9,1,0
56.0,7500000000.0,5,304,1,8.0,2.0,331,69,1,1
67.0,1100000000.0,2,381,0,,,528,9,1,0
78.0,2600000000.0,12,740,1,,,523,11,1,1
74.0,2000000000.0,13,367,1,,,374,69,1,1
68.0,5500000000.0,10,207,1,,,327,68,1,1
74.0,1400000000.0,10,156,1,,,265,12,1,1
79.0,2800000000.0,8,773,0,,,338,61,1,0
59.0,1200000000.0,10,880,0,,,179,12,1,0
50.0,3400000000.0,10,622,1,,,39,12,1,1
62.0,1800000000.0,5,304,1,8.0,2.0,23,69,1,1
60.0,1500000000.0,10,84,1,,,640,12,1,1
56.0,3300000000.0,4,538,1,,,291,54,1,1
56.0,3100000000.0,8,274,1,9.0,,136,69,1,1
74.0,1200000000.0,5,775,1,,,570,56,1,1
46.0,3300000000.0,8,158,0,,,365,24,1,0
77.0,2000000000.0,4,798,1,,,183,35,1,1
96.0,12700000000.0,10,256,1,,,552,55,1,1
53.0,1100000000.0,5,261,1,,,107,69,1,1
59.0,5200000000.0,4,729,1,,,226,68,1,1
76.0,2300000000.0,4,373,1,,,414,42,1,1
56.0,4500000000.0,0,382,1,,,422,27,1,1
53.0,2800000000.0,2,178,1,,,234,72,0,1
77.0,3600000000.0,10,718,1,,,184,27,1,1
81.0,6000000000.0,6,84,0,5.0,,411,69,1,0
67.0,5500000000.0,10,516,1,,,327,68,1,1
51.0,3000000000.0,5,835,1,,,238,12,1,1
68.0,3000000000.0,8,490,1,,,135,30,1,1
60.0,5800000000.0,8,84,0,,,7,30,1,0
68.0,4900000000.0,10,239,0,1.0,2.0,482,69,1,0
67.0,1300000000.0,10,256,1,,,619,69,0,1
60.0,2000000000.0,2,31,0,,,180,69,1,0
86.0,3300000000.0,5,921,1,8.0,2.0,457,69,1,1
53.0,1700000000.0,7,658,1,,,571,60,1,1
66.0,2900000000.0,5,815,1,9.0,4.0,414,69,1,1
49.0,1100000000.0,4,786,1,,,540,57,1,1
48.0,16100000000.000002,16,62,1,10.0,2.0,19,69,1,1
62.0,4300000000.0,5,476,1,8.0,,414,69,1,1
75.0,1100000000.0,13,224,1,,,552,55,1,1
73.0,1600000000.0,10,162,1,,,135,30,0,1
57.0,3100000000.0,13,814,0,,,479,40,1,0
67.0,1800000000.0,16,405,1,,,542,12,1,1
67.0,3900000000.0,5,924,1,,,237,45,1,1
68.0,15800000000.0,2,256,0,,,327,33,1,0
89.0,4800000000.0,13,90,1,9.0,2.0,251,69,1,1
38.0,1200000000.0,16,199,1,,,47,53,1,1
39.0,1200000000.0,16,661,1,,,394,24,1,1
57.0,1000000000.0,10,381,1,,,551,12,1,1
61.0,4900000000.0,6,348,0,,,132,61,0,0
66.0,7300000000.0,8,162,1,,,540,57,1,1
79.0,9200000000.0,5,304,0,,,604,24,0,0
74.0,33500000000.0,12,89,0,,,233,30,0,0
84.0,3300000000.0,0,560,0,,,142,67,1,0
66.0,3700000000.0,3,599,1,,,391,54,1,1
74.0,4200000000.0,2,84,1,,,545,12,1,1
44.0,2800000000.0,16,736,1,8.0,4.0,331,69,1,1
47.0,3000000000.0,16,162,1,,,414,22,1,1
79.0,141000000000.0,16,77,1,9.0,1.0,652,69,1,1
76.0,2100000000.0,4,588,0,,,623,58,1,0
65.0,1300000000.0,13,622,1,,,548,10,1,1
70.0,3100000000.0,2,0,0,,,30,64,0,0
75.0,3800000000.0,2,97,0,,,393,30,1,0
90.0,4700000000.0,16,256,1,,,394,24,1,1
78.0,1900000000.0,5,23,0,,,528,9,1,0
83.0,1300000000.0,10,213,1,8.0,,121,69,1,1
78.0,1300000000.0,16,699,1,,,543,12,0,1
66.0,1400000000.0,10,622,0,,,552,31,1,0
58.0,2900000000.0,16,676,1,,,449,15,1,1
52.0,5300000000.0,16,586,1,9.0,,20,69,1,1
66.0,32700000000.000004,5,46,1,,,606,35,1,1
82.0,3800000000.0,2,89,0,,,393,30,1,0
67.0,1600000000.0,10,381,0,,,393,30,1,0
78.0,1800000000.0,5,304,0,,,385,42,1,0
76.0,3900000000.0,12,433,1,,,317,12,1,1
62.0,3000000000.0,4,348,0,2.0,2.0,514,69,1,0
77.0,2900000000.0,6,833,1,8.0,1.0,442,69,1,1
67.0,1700000000.0,16,668,1,,,39,12,0,1
80.0,3400000000.0,2,546,1,,,7,30,1,1
43.0,6900000000.0,16,150,1,8.0,,610,10,1,1
51.0,1300000000.0,6,37,1,,,197,54,1,1
61.0,77000000000.0,16,47,1,8.0,1.0,330,69,1,1
60.0,4700000000.0,8,84,1,,,100,12,1,1
88.0,38500000000.0,6,84,0,2.0,,257,69,1,0
65.0,1100000000.0,4,149,1,,,414,22,1,1
74.0,5700000000.0,4,256,1,,,525,9,1,1
70.0,3500000000.0,6,596,1,,,354,50,1,1
83.0,1800000000.0,10,337,1,,,672,62,1,1
72.0,1700000000.0,10,84,0,,,135,30,1,0
60.0,5600000000.0,4,295,0,,,630,24,1,0
53.0,1900000000.0,16,128,0,,,39,12,1,0
59.0,1000000000.0,4,748,1,,,421,12,1,1
73.0,9600000000.0,3,268,0,,,327,22,0,0
57.0,4000000000.0,12,274,1,,,141,66,1,1
55.0,2400000000.0,10,583,1,,,391,54,1,1
80.0,12700000000.0,5,235,1,8.0,3.0,19,69,1,1
62.0,2000000000.0,10,923,1,,,238,12,1,1
74.0,4900000000.0,10,358,0,,,239,69,1,0
67.0,1100000000.0,2,381,0,,,528,9,1,0
84.0,2500000000.0,16,813,1,,,637,24,1,1
65.0,5400000000.0,8,404,0,1.0,4.0,414,69,1,0
52.0,1900000000.0,16,174,1,9.0,2.0,514,69,1,1
67.0,1800000000.0,10,325,0,,,621,30,1,0
71.0,1500000000.0,2,247,0,,,528,9,1,0
77.0,15100000000.0,13,239,0,,,238,27,1,0
71.0,1000000000.0,10,350,0,,,577,31,1,0
69.0,1600000000.0,0,622,0,,,135,30,0,0
64.0,3400000000.0,10,464,1,,,552,31,1,1
74.0,1000000000.0,3,302,0,,,260,31,1,0
74.0,11000000000.0,16,256,1,,,588,62,1,1
73.0,3000000000.0,10,916,1,,,663,12,1,1
50.0,3300000000.0,5,256,1,8.0,5.0,239,69,1,1
47.0,4500000000.0,11,56,1,8.0,1.0,415,69,1,1
61.0,5100000000.0,14,162,0,3.0,2.0,331,69,0,0
58.0,11200000000.0,8,337,0,,,208,61,1,0
60.0,8500000000.0,16,84,1,,,238,10,1,1
60.0,1100000000.0,2,314,0,,,25,39,1,0
42.0,3200000000.0,13,618,0,,,179,12,0,0
61.0,1100000000.0,10,849,1,,,548,12,1,1
62.0,1100000000.0,2,381,1,,,78,28,1,1
76.0,3100000000.0,6,902,1,9.0,2.0,309,69,1,1
71.0,1400000000.0,16,658,1,,,472,16,1,1
75.0,2700000000.0,11,84,0,5.0,1.0,530,69,1,0
61.0,84000000000.0,2,84,1,,,7,30,1,1
80.0,1000000000.0,16,9,1,,,23,69,1,1
79.0,5600000000.0,13,261,1,10.0,2.0,429,69,1,1
72.0,4800000000.0,2,256,1,,,260,31,1,1
74.0,1200000000.0,16,4,1,,,475,69,1,1
63.0,1200000000.0,13,381,1,,,209,12,1,1
61.0,2200000000.0,1,234,0,,,346,58,1,0
80.0,3400000000.0,0,823,0,,,299,61,1,0
55.0,1300000000.0,12,381,1,,,37,12,1,1
87.0,4000000000.0,0,409,1,8.0,1.0,57,69,1,1
75.0,10000000000.0,14,84,1,,,542,12,1,1
67.0,1500000000.0,4,775,1,,,498,24,1,1
62.0,1800000000.0,10,337,1,,,22,30,1,1
45.0,1200000000.0,6,386,1,,,339,12,1,1
61.0,1000000000.0,8,785,1,,,399,12,1,1
58.0,1400000000.0,4,775,1,,,391,54,1,1
81.0,1500000000.0,0,255,0,,,135,30,1,0
87.0,1900000000.0,8,8,1,,,546,69,1,1
70.0,3200000000.0,5,423,0,,,346,58,0,0
73.0,6200000000.0,8,319,1,,,246,30,1,1
92.0,3400000000.0,16,447,1,,,240,62,1,1
60.0,1000000000.0,10,701,1,,,95,12,1,1
77.0,4900000000.0,15,337,1,8.0,2.0,457,69,1,1
46.0,1100000000.0,1,337,0,,,376,34,0,0
70.0,2800000000.0,5,771,1,,,353,9,1,1
56.0,2900000000.0,16,166,1,,,443,69,1,1
70.0,2400000000.0,4,433,0,,,487,22,1,0
78.0,1200000000.0,13,256,1,,,168,69,1,1
57.0,2200000000.0,2,909,0,,,256,65,0,0
76.0,1000000000.0,8,45,1,,,338,9,0,1
80.0,2600000000.0,6,458,0,,,143,32,1,0
67.0,1100000000.0,10,381,0,,,588,62,0,0
74.0,2100000000.0,5,529,1,,,577,31,1,1
75.0,12400000000.0,5,256,1,9.0,1.0,414,69,1,1
74.0,1900000000.0,5,381,1,,,619,62,1,1
59.0,3400000000.0,5,437,1,,,679,61,1,1
65.0,1000000000.0,0,110,1,,,592,62,1,1
59.0,3700000000.0,4,488,0,,,394,24,1,0
62.0,1700000000.0,8,757,0,,,524,9,1,0
69.0,1700000000.0,13,775,0,,,552,55,1,0
22.0,1400000000.0,11,913,0,,,261,57,0,0
71.0,19600000000.0,16,235,0,5.0,,276,69,1,0
60.0,1100000000.0,9,120,1,,,542,12,1,1
71.0,9500000000.0,8,84,0,,,7,30,1,0
91.0,18000000000.0,13,84,1,8.0,4.0,417,69,1,1
68.0,2300000000.0,15,337,0,,,225,69,1,0
87.0,2300000000.0,16,256,1,,,588,62,1,1
83.0,2000000000.0,3,478,0,3.0,,442,69,1,0
48.0,5200000000.0,5,52,1,,,11,23,1,1
78.0,4900000000.0,10,337,0,,,304,69,0,0
52.0,1900000000.0,5,304,1,,,19,69,1,1
65.0,1500000000.0,10,256,0,,,30,30,1,0
54.0,1400000000.0,16,46,1,8.0,,107,69,1,1
62.0,6800000000.0,6,256,1,8.0,1.0,23,69,1,1
